Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time,vlaue
ST,Sensata Technologies Holding N.V.,52.17,-0.21,-0.40%,52.37,51.84,536400,2/17/23,27983988
VPL,Pacific ETF FTSE Vanguard,67.51,-0.12,-0.18%,67.5355,66.985,413800,2/17/23,27935638
CYBR,Cyberark Soft Ord,146.13,0.09,0.06%,150,143.27,191100,2/17/23,27925443
NTNX,Nutanix Inc,28.37,-0.09,-0.32%,28.51,27.84,983100,2/17/23,27890547
URNM,Sprott Uranium Miners ETF,35.13,-0.3,-0.85%,35.29,34.65,792300,2/17/23,27833499
RVLV,Revolve Group Inc,26.54,0.58,2.23%,26.54,25.45,1048100,2/17/23,27816574
MTRN,Materion Corp,111.94,1.93,1.75%,114.59,109.43,248100,2/17/23,27772314
MCY,Mercury General Corp,36.54,0.81,2.27%,36.75,34.72,758900,2/17/23,27730206
ARQQ,Arqit Quantum Inc,1.465,-1.065,-42.09%,1.57,1.4,18904699,2/17/23,27695384.04
EGO,Eldorado Gold Corp,8.72,-0.27,-3.00%,8.9,8.61,3170600,2/17/23,27647632
TPG,Tpg Inc Cl A,33.73,0.36,1.08%,33.78,32.84,818600,2/17/23,27611378
BWXT,Bwx Technologies Inc,60.53,0.15,0.25%,60.61,59.94,455600,2/17/23,27577468
ELME,Elme Communities,19.09,0.28,1.49%,19.48,18.825,1443900,2/17/23,27564051
PTCT,Ptc Therapeutics,46.68,1.74,3.87%,46.8,44.9,589700,2/17/23,27527196
LCII,Lci Industries,116.89,-2.43,-2.04%,120.12,115.67,235300,2/17/23,27504217
CBRL,Cracker Barrel,110.58,-0.43,-0.39%,111.29,109.55,248400,2/17/23,27468072
RVMD,Revolution Medicines Inc,25.59,0.11,0.43%,25.89,24.93,1071900,2/17/23,27429921
BITI,Proshares Short Bitcoin Strategy -1X ETF,25.68,-0.23,-0.89%,26.84,25.48,1067900,2/17/23,27423672
MAC,Macerich Company,12.73,-0.11,-0.86%,12.85,12.5111,2152400,2/17/23,27400052
XRX,Xerox Corp,16.77,0.06,0.36%,16.83,16.59,1630900,2/17/23,27350193
POWI,Power Integratn,82.66,0.27,0.33%,83,81.6,329900,2/17/23,27269534
PGNY,Progyny Inc,33.61,0.25,0.75%,33.71,32.81,810900,2/17/23,27254349
SLF,Sun Life Financial Inc,51.15,0.47,0.93%,51.28,50.35,532000,2/17/23,27211800
VICR,Vicor Cp,61.29,-0.92,-1.48%,62,58.5,443300,2/17/23,27169857
AWI,Armstrong World Industries Inc,81.37,-0.17,-0.21%,81.75,80.21,333900,2/17/23,27169443
SVC,Service Properties Trust,10.61,0.09,0.86%,11.16,10.44,2560200,2/17/23,27163722
DOG,Short Dow30 -1X ETF,32.83,-0.12,-0.36%,33.13,32.81,826600,2/17/23,27137278
BTG,B2Gold Corp,3.32,-0.03,-0.90%,3.34,3.26,8164800,2/17/23,27107136
HIW,Highwoods Properties,28.42,-0.88,-3.00%,28.85,28.22,953500,2/17/23,27098470
HCSG,Healthcare Svcs Gp,14.33,0.79,5.83%,14.45,13.73,1883800,2/17/23,26994854
JEF,Jefferies Financial Group Inc,39.03,0.46,1.19%,39.21,38.505,691500,2/17/23,26989245
SBSW,Sibanye Gold Ltd ADR,9.32,-0.2,-2.10%,9.35,9.1501,2890700,2/17/23,26941324
BCRX,Biocryst Pharma Inc,10.2,0.28,2.82%,10.2,9.63,2639600,2/17/23,26923920
ABCL,Abcellera Biologics Inc,9.59,0.09,0.95%,9.66,9.26,2806800,2/17/23,26917212
BSY,Bentley Systems Inc Cl B,40.89,-0.09,-0.22%,41.06,40.44,656900,2/17/23,26860641
DXD,Ultrashort Dow30 -2X ETF,41.65,-0.32,-0.76%,42.4,41.59,644100,2/17/23,26826765
ENSG,The Ensign Group IN,91.32,-1.22,-1.32%,93.61,91.27,292800,2/17/23,26738496
SCHB,Schwab U.S. Broad Market ETF,48.05,-0.16,-0.33%,48.09,47.69,556200,2/17/23,26725410
CBSH,Commerce Bancshares,67.02,0.72,1.09%,67.35,66.29,397700,2/17/23,26653854
GMAB,Genmab A/S ADR,40,0.9,2.30%,40.01,39.12,665500,2/17/23,26620000
HASI,Hannon Armstrong Sustainable IN,34.2,-0.76,-2.17%,36.44,33.35,778000,2/17/23,26607600
TDW,Tidewater Inc,44.01,-1.05,-2.33%,45.75,43.72,603400,2/17/23,26555634
GUNR,Mstar Global Upstream Natural Resources ETF,43.6,-0.7,-1.58%,43.94,43.51,607800,2/17/23,26500080
BBIO,Bridgebio Pharma Inc,13.1,0.46,3.64%,13.11,12.04,2019900,2/17/23,26460690
ACAD,Acadia Pharmaceutica,19.37,0.66,3.53%,19.39,18.52,1361400,2/17/23,26370318
AMAM,Ambrx Biopharma Inc ADR,3.25,0.47,16.91%,3.28,2.25,8109400,2/17/23,26355550
EVBG,Everbridge Inc,34.93,0.99,2.92%,35.55,33.47,754500,2/17/23,26354685
SPGP,Invesco S&P 500 Garp ETF,89.18,-0.74,-0.82%,89.48,88.5601,295300,2/17/23,26334854
FLNC,Fluence Energy Inc Cl A,20.37,-1.01,-4.72%,21.1,20.05,1292100,2/17/23,26320077
AVNT,Avient Corp,42.93,0.86,2.04%,43.22,42.01,612000,2/17/23,26273160
APPS,Digital Turbine,12.63,-0.2,-1.56%,12.68,12.15,2078200,2/17/23,26247666
EEMV,Emrg Mkts Min Vol Ishares Edge MSCI ETF,53.87,-0.19,-0.35%,53.88,53.64,486400,2/17/23,26202368
TU,Telus Corp,20.6,0.32,1.58%,20.66,20.23,1265000,2/17/23,26059000
INGR,Ingredion Inc,99.07,0.31,0.31%,99.84,98.76,262800,2/17/23,26035596
LXP,Lxp Industrial Trust,11.18,-0.02,-0.18%,11.38,11.11,2326200,2/17/23,26006916
BOOT,Boot Barn Holdings Inc,81.31,-0.15,-0.18%,81.83,79.58,319600,2/17/23,25986676
NEOG,Neogen Cp,20.35,0.13,0.64%,20.42,20.06,1274000,2/17/23,25925900
ACHC,Acadia Healthcr Company,82.05,0.31,0.38%,82.73,81.29,315200,2/17/23,25862160
ICUI,I C U Medical Inc,179.31,0.88,0.49%,180.6,175.87,143700,2/17/23,25766847
VOT,Midcap Growth ETF Vanguard,198.17,-2.24,-1.12%,199.33,196.8077,130000,2/17/23,25762100
GLBE,Global-E Online Ltd,26.35,-1.54,-5.52%,27.68,26.18,975900,2/17/23,25714965
BFH,Bread Financial Hldgs Inc,40.52,-0.56,-1.36%,41.15,39.87,634400,2/17/23,25705888
COWN,Cowen Group Inc,38.95,0.01,0.03%,38.99,38.94,659400,2/17/23,25683630
WD,Walker & Dunlop,92.52,-2.26,-2.38%,95.06,91.56,276400,2/17/23,25572528
EOSE,Eos Energy Enterprises Inc,1.95,0.42,27.45%,2.09,1.61,13108300,2/17/23,25561185
CNK,Cinemark Holdings Inc,11.68,-0.13,-1.10%,11.875,11.46,2188200,2/17/23,25558176
SGFY,Signify Health Inc Cl A,28.72,0.16,0.56%,28.795,28.6,889100,2/17/23,25534952
LRN,Stride Inc,43.89,0.07,0.16%,44.271,43.52,579000,2/17/23,25412310
ITGR,Integer Holdings Corp,76.24,1.64,2.20%,76.26,74.01,333200,2/17/23,25403168
PRI,Primerica Inc,170.66,0.16,0.09%,171.03,168.95,148400,2/17/23,25325944
OLPX,Olaplex Holdings Inc,5.49,-0.32,-5.51%,5.81,5.29,4605600,2/17/23,25284744
PNM,PNM Resources Inc,49.23,0.07,0.14%,49.42,49.15,513500,2/17/23,25279605
SPHD,S&P 500 High Dividend Low Vol Invesco ETF,44.8,0.14,0.31%,44.87,44.3399,563600,2/17/23,25249280
LGIH,LGI Homes Inc,114.29,-2.63,-2.25%,116.83,111.95,219100,2/17/23,25040939
NSA,National Storage Affiliates Tru,41.91,0.41,0.99%,42.035,40.96,597100,2/17/23,25024461
VET,Vermilion Energy Inc,13.37,-0.66,-4.70%,13.73,13.295,1871000,2/17/23,25015270
SANM,Sanmina Corp,63.53,-0.39,-0.61%,64.8,63.36,393600,2/17/23,25005408
KRC,Kilroy Realty Corp,38.31,-0.76,-1.95%,39.08,38.035,651900,2/17/23,24974289
ESTE,Earthstone Energy,12.87,-0.49,-3.67%,13.04,12.51,1939500,2/17/23,24961365
LC,Lendingclub Corp,9.92,-0.13,-1.29%,10,9.64,2515900,2/17/23,24957728
RMBS,Rambus Inc,44.21,-0.81,-1.80%,45.25,43.99,564000,2/17/23,24934440
PLAY,Dave & Buster's Entertainment,42.7,-0.87,-2.00%,43.55,42.5,581800,2/17/23,24842860
MOAT,Vaneck Morningstar Wide Moat ETF,72.6,-0.46,-0.63%,72.78,72.02,341900,2/17/23,24821940
ENVX,Enovix Corp,8.69,-0.08,-0.91%,8.8,8.45,2850100,2/17/23,24767369
PKX,Posco Holdings Inc ADR,64.04,-0.21,-0.33%,64.69,63.99,386400,2/17/23,24745056
NKLA,Nikola Corp,2.51,0,0.00%,2.52,2.41,9848601,2/17/23,24719988.51
ASR,Grupo Aeroportuario Del Sureste ADR,280.88,3.21,1.16%,281.75,276.48,87800,2/17/23,24661264
SSD,Simpson Manufacturing Company,111.11,-0.34,-0.31%,112.23,110.28,221200,2/17/23,24577532
ESNT,Essent Group Ltd,43.5,0.16,0.37%,43.65,43.14,564900,2/17/23,24573150
HGV,Hilton Grand Vacations Inc,47.06,-0.7,-1.47%,47.9,46.51,519700,2/17/23,24457082
FLS,Flowserve Corp,35.89,-0.18,-0.50%,35.99,35.23,680700,2/17/23,24430323
DRH,Diamondrock Hospitality Company,8.83,-0.15,-1.67%,8.98,8.77,2765200,2/17/23,24416716
PRVA,Privia Health Group Inc,28.08,0.32,1.15%,28.42,27.19,869300,2/17/23,24409944
FTS,Fortis Inc,41.36,0.54,1.32%,41.45,40.72,589300,2/17/23,24373448
FIGS,Figs Inc Cl A,9.36,0.09,0.97%,9.41,9.11,2602600,2/17/23,24360336
GSLC,GS Activebeta U.S. Large Cap Equity ETF,81.05,-0.18,-0.22%,81.14,80.5,300000,2/17/23,24315000
MODG,Topgolf Callaway Brands Corp,23.81,-0.21,-0.87%,24.06,23.59,1020600,2/17/23,24300486
COMM,Commscope Holding Company,8.01,-0.13,-1.60%,8.14,7.83,3025300,2/17/23,24232653
APPF,Appfolio Cl A,131.52,3.66,2.86%,131.74,125.45,184000,2/17/23,24199680
WERN,Werner Enterprise,47.08,0.33,0.71%,47.12,46.35,513800,2/17/23,24189704
CVI,Cvr Energy Inc,32.02,-1.24,-3.73%,32.72,31.42,754800,2/17/23,24168696
FDL,Mstar Dividend Leaders,37.47,-0.12,-0.32%,37.52,37.18,644100,2/17/23,24134427
AVA,Avista Corp,40.76,0.83,2.08%,40.93,40,591700,2/17/23,24117692
HAE,Haemonetics Corp,81.28,-0.12,-0.15%,82.23,80.6896,296700,2/17/23,24115776
APLE,Apple Hospitality REIT Inc,17.01,-0.17,-0.99%,17.23,16.9,1415900,2/17/23,24084459
BMI,Badger Meter,120.29,0.19,0.16%,121.475,119.44,200200,2/17/23,24082058
RHP,Ryman Hospitality Properties REIT,89.13,-1.34,-1.48%,90.27,88.45,270100,2/17/23,24074013
CW,Curtiss-Wright Corp,174.35,2.58,1.50%,174.78,171.79,137200,2/17/23,23920820
FSR,Fisker Inc,6.98,0.01,0.14%,7.105,6.755,3422400,2/17/23,23888352
WES,Western Midstream Partners LP,27.85,-0.53,-1.87%,28.105,27.6,855500,2/17/23,23825675
VWOB,EM Govt Bond Vanguard,61.45,-0.03,-0.05%,61.59,61.16,387400,2/17/23,23805730
BJRI,Bj's Restaurants Inc,33.66,-0.92,-2.66%,33.9,32.15,707200,2/17/23,23804352
VIAV,Viavi Solutions,11.14,-0.01,-0.09%,11.18,11.04,2136800,2/17/23,23803952
CLH,Clean Harbors,134.73,-0.08,-0.06%,135.6856,133.585,176400,2/17/23,23766372
TWST,Twist Bioscience Corp,22.52,-0.29,-1.27%,22.74,21.44,1053500,2/17/23,23724820
CXM,Sprinklr Inc Cl A,10.9,-0.2,-1.80%,11.03,10.67,2171300,2/17/23,23667170
INSM,Insmed Inc,20.61,0.87,4.41%,20.63,19.53,1148100,2/17/23,23662341
VTNR,Vertex Energy,8.3,-0.08,-0.95%,8.41,7.96,2849500,2/17/23,23650850
VIR,Vir Biotechnology Inc,25.74,0.17,0.66%,25.76,24.9,914700,2/17/23,23544378
FOLD,Amicus Therapeutics,13.31,0.46,3.58%,13.32,12.69,1763500,2/17/23,23472185
LFUS,Littelfuse Inc,269.55,-0.6,-0.22%,270.81,266.65,86900,2/17/23,23423895
RELX,Relx Plc ADR,30.05,0.21,0.70%,30.095,29.63,779300,2/17/23,23417965
GOGL,Golden Ocean Gp,9.37,0.01,0.11%,9.48,9.28,2488000,2/17/23,23312560
FCEL,Fuelcell Energy Inc,3.57,-0.08,-2.19%,3.64,3.47,6526000,2/17/23,23297820
MLI,Mueller Industries,74.53,1.1,1.50%,74.53,72.73,312400,2/17/23,23283172
AMLX,Amylyx Pharmaceuticals Inc,37.13,1.91,5.42%,37.17,34.93,626400,2/17/23,23258232
QGEN,Qiagen N.V.,47.79,0.12,0.25%,48.01,47.54,485200,2/17/23,23187708
VOOV,S&P 500 Value ETF Vanguard,149.67,-0.24,-0.16%,149.83,148.5,154900,2/17/23,23183883
MRVI,Maravai Lifesciences Holdings Inc Cl A,14.7,-0.26,-1.74%,14.85,14.34,1571400,2/17/23,23099580
EWA,Australia Ishares MSCI ETF,23.69,-0.15,-0.63%,23.7099,23.4701,975000,2/17/23,23097750
FAZ,Financial Bear -3X Direxion,16.13,0.02,0.12%,16.5099,16.07,1431500,2/17/23,23090095
BDC,Belden Inc,89.79,0.29,0.32%,90.1,88.985,257000,2/17/23,23076030
PLMR,Palomar Holdings Inc,58.4,5.02,9.40%,58.77,54.02,395100,2/17/23,23073840
GLNG,Golar Lng Ltd,22.27,-0.81,-3.51%,22.92,22.18,1031600,2/17/23,22973732
ALE,Allete Inc,61.74,1.79,2.99%,62.095,60.12,371800,2/17/23,22954932
UEC,Uranium Energy,3.91,-0.06,-1.51%,3.98,3.86,5868500,2/17/23,22945835
COLM,Columbia Sprtswr,91.03,0.38,0.42%,91.2,90.03,251800,2/17/23,22921354
USM,United States Cellular Corp,26.15,5.15,24.52%,26.22,21.815,875400,2/17/23,22891710
TENB,Tenable Holdings Inc,43.8,-0.13,-0.30%,44.08,42.88,521900,2/17/23,22859220
OPCH,Option Care Health Inc,29.38,0.08,0.27%,29.53,29.09,776700,2/17/23,22819446
LMBS,Low Duration Opportunities ETF FT,47.87,0.03,0.06%,47.88,47.81,476100,2/17/23,22790907
FTEC,Fidelity Info Tech MSCI ETF,106.63,-1.32,-1.22%,107.316,105.66,213600,2/17/23,22776168
PCVX,Vaxcyte Inc,44.22,0.64,1.47%,44.82,43.43,514800,2/17/23,22764456
ARCB,Arcbest Corp,102.18,0.57,0.56%,103.46,101,222500,2/17/23,22735050
UMPQ,Umpqua Holdings Corp,18.77,0.1,0.54%,18.83,18.58,1211000,2/17/23,22730470
GIB,CGI Group,93.33,0.62,0.67%,93.4,91.4,243200,2/17/23,22697856
PDFS,Pdf Solutions Inc,37.38,3.36,9.88%,37.66,34.2,606900,2/17/23,22685922
SPTM,SPDR Total Stock Market Portfolio ETF,50.52,-0.09,-0.18%,50.53,50.125,448900,2/17/23,22678428
MUFG,Mitsubishi Ufj Financial Group ADR,7.34,0.01,0.14%,7.36,7.27,3088300,2/17/23,22668122
LEG,Leggett & Platt Inc,34.62,-0.13,-0.37%,34.73,34.23,654500,2/17/23,22658790
PCY,Emerging Markets Sovereign Debt Invesco ETF,19.14,-0.01,-0.05%,19.15,19.02,1183600,2/17/23,22654104
NRDS,Nerdwallet Inc Cl A,17.53,-1.54,-8.08%,18.8,17.11,1288800,2/17/23,22592664
TNDM,Tandem Diabetes Care,41.66,-1.77,-4.08%,43.69,41.55,542200,2/17/23,22588052
EVOP,Evo Payments Inc Cl A,33.83,-0.01,-0.03%,33.87,33.83,667100,2/17/23,22567993
EFAV,EAFE Min Vol Ishares Edge MSCI ETF,66.18,0.4,0.61%,66.3,65.48,341000,2/17/23,22567380
VSH,Vishay Intertechnology,21.39,-0.19,-0.88%,21.67,21.26,1054000,2/17/23,22545060
IGF,Global Infrastructure Ishares ETF,47.67,0.07,0.15%,47.72,47.18,472000,2/17/23,22500240
SCHH,Schwab U.S. REIT ETF,20.73,-0.09,-0.43%,20.795,20.53,1084500,2/17/23,22481685
UWM,Ultra Russell 2000 2X ETF,37.64,0.22,0.59%,37.705,36.8,596200,2/17/23,22440968
VSS,FTSE All-World Ex-US Smcp Idx ETF Vanguard,109.96,0.26,0.24%,109.98,109,204000,2/17/23,22431840
FVRR,Fiverr International Ltd,39.35,-0.6,-1.50%,39.67,38.5,569800,2/17/23,22421630
SJW,SJW Corp,77.7,1.52,2.00%,78.02,76.55,288200,2/17/23,22393140
OSTK,Overstock.com Inc,21.84,0.04,0.18%,22.23,21.34,1024700,2/17/23,22379448
SXT,Sensient Technologies Corp,77.49,-0.61,-0.78%,78.5,76.98,287900,2/17/23,22309371
GSY,Ultra-Short-Duration Invesco ETF,49.72,0,0.00%,49.74,49.72,447300,2/17/23,22239756
DRV,Real Estate Bear -3X Direxion,43.02,0.55,1.30%,44.3008,42.66,516100,2/17/23,22202622
ERY,Energy Bear -2X Direxion,30.75,2.04,7.11%,31,29.61,721900,2/17/23,22198425
UBS,UBS Group Ag ADR,21.94,0.01,0.05%,21.965,21.765,1007900,2/17/23,22113326
FOXF,Fox Factory Cp,122.73,0.07,0.06%,123.93,120.74,180000,2/17/23,22091400
MED,Medifast Inc,115.31,2.21,1.95%,115.32,111.54,191400,2/17/23,22070334
JACK,Jack IN The Box Inc,81.54,0.01,0.01%,82.35,80.4,270500,2/17/23,22056570
EC,Ecopetrol S.A. ADR,10.33,-0.34,-3.19%,10.51,10.265,2133300,2/17/23,22036989
SCHE,Schwab Emrg Mkts Equity ETF,24.74,-0.22,-0.88%,24.77,24.62,890500,2/17/23,22030970
OII,Oceaneering International,19.95,-1.12,-5.32%,20.9,19.665,1100900,2/17/23,21962955
FLYW,Flywire Corp Voting,24.02,0.03,0.13%,24.12,23.27,912900,2/17/23,21927858
KN,Knowles Corp,17.53,-0.21,-1.18%,17.73,17.375,1249100,2/17/23,21896723
ARNC,Arconic Corp,24.12,0.16,0.67%,24.34,23.55,907600,2/17/23,21891312
FNDE,Schwab Fundamental Emrg Mkts Large Co. ETF,26.07,-0.12,-0.46%,26.09,25.94,837900,2/17/23,21844053
FSS,Federal Signal Corp,53.41,0.12,0.23%,53.915,52.88,408800,2/17/23,21834008
TAK,Takeda Pharmaceutical Ltd ADR,15.63,0.07,0.45%,15.65,15.495,1394300,2/17/23,21792909
SAGE,Sage Therapeutic Com,45.52,0.46,1.02%,45.56,44.2,478000,2/17/23,21758560
VRNS,Varonis Systems Inc,27.33,0.24,0.89%,27.34,26.55,795900,2/17/23,21751947
INSW,International Seaways Inc,44.71,-1.25,-2.72%,46.14,44.51,486100,2/17/23,21733531
SSRM,Ssr Mining Inc,14.01,-0.07,-0.50%,14.04,13.71,1548600,2/17/23,21695886
VNLA,Janus Short-Duration Income ETF,47.79,0.01,0.02%,47.82,47.75,452200,2/17/23,21610638
DDL,Dingdong [Cayman] Ltd ADR,4.52,-0.68,-13.08%,5.849,4.335,4780500,2/17/23,21607860
AAON,Aaon Inc,80,1.32,1.68%,80.86,78,269600,2/17/23,21568000
ACWV,Ishares Global Min Vol Factor ETF,95.86,0.52,0.55%,95.89,95,224900,2/17/23,21558914
MNTV,Momentive Global Inc,7.26,-0.59,-7.52%,8.32,7.2,2967500,2/17/23,21544050
SKM,Sk Telecom Corp ADR,19.5,0.18,0.93%,19.56,19.11,1100900,2/17/23,21467550
ROG,Rogers Corp,148.98,-1.63,-1.08%,151.09,147.27,144000,2/17/23,21453120
VCYT,Veracyte Inc,25.46,0.03,0.12%,25.49,24.27,841300,2/17/23,21419498
ATRC,Atricure Inc,40.34,-0.46,-1.13%,41.38,39.97,530000,2/17/23,21380200
CVBF,Cvb Financial Corp,24.36,0.18,0.74%,24.41,24.01,877300,2/17/23,21371028
IWV,Russell 3000 Ishares ETF,236.51,-0.57,-0.24%,236.6,234.68,90300,2/17/23,21356853
WB,Weibo Corp ADR,21.27,-1.18,-5.26%,22.04,21.2,1003500,2/17/23,21344445
LIVN,Livanova Plc OR Sh,55.9,1.64,3.02%,56.04,53.56,381500,2/17/23,21325850
ACIW,Aci Worldwide Inc,25.99,-0.6,-2.26%,26.54,25.87,820200,2/17/23,21316998
PAGS,Pagseguro Digital Ltd Cl A,9.21,-0.22,-2.33%,9.37,9.112,2313900,2/17/23,21311019
RDVY,Rising Dividend Achievers ETF FT,47.62,-0.26,-0.54%,47.72,47.32,447400,2/17/23,21305188
HMC,Honda Motor Company ADR,25.54,0.23,0.91%,25.565,25.3,832500,2/17/23,21262050
STR,Sitio Royalties Corp,24.61,-1.13,-4.39%,25.63,24.49,863000,2/17/23,21238430
EWU,UK Ishares MSCI ETF,32.81,0.16,0.49%,32.85,32.505,647000,2/17/23,21228070
DBA,DB Agriculture Fund Invesco,20.48,0.1,0.49%,20.53,20.44,1033200,2/17/23,21159936
GDS,Gds Holdings Ltd ADR,20.98,-1.46,-6.51%,21.67,20.46,1004900,2/17/23,21082802
FNB,F.N.B. Corp,14.55,0.06,0.41%,14.61,14.44,1443000,2/17/23,20995650
IJS,S&P Smallcap 600 Value Ishares ETF,103.5,0.16,0.15%,103.58,102.52,202800,2/17/23,20989800
RRR,Red Rock Resorts Inc,46.24,-0.09,-0.19%,46.71,45.83,453400,2/17/23,20965216
IART,Integra Lifesciences,57.54,0.26,0.45%,57.83,56.77,363900,2/17/23,20938806
DCI,Donaldson Company,64.27,0.57,0.89%,64.36,63.64,325700,2/17/23,20932739
VFH,Financial ETF Vanguard,89.12,0.07,0.08%,89.23,88.38,234600,2/17/23,20907552
WTS,Watts Water Technologies,179.36,4.26,2.43%,180.005,175.42,116500,2/17/23,20895440
IRBT,Irobot Corp,41.19,-0.56,-1.34%,41.88,41.08,506900,2/17/23,20879211
TM,Toyota Motor Corp Ltd Ord ADR,142.85,0.15,0.11%,143.052,141.82,145800,2/17/23,20827530
EOLS,Evolus Inc,9.28,-0.14,-1.49%,9.72,9.11,2244100,2/17/23,20825248
GNW,Genworth Financial Inc,6.24,0.03,0.48%,6.285,6.17,3336500,2/17/23,20819760
DAN,Dana Inc,18.85,0.1,0.53%,18.87,18.44,1103400,2/17/23,20799090
IOVA,Iovance Biotherapeutics Inc,7.35,0.36,5.15%,7.37,6.83,2817800,2/17/23,20710830
PPC,Pilgrim's Pride,24.89,0.45,1.84%,25.11,24.4,832000,2/17/23,20708480
TV,Grupo Televisa S.A. ADR,5.87,0.01,0.17%,5.87,5.73,3526700,2/17/23,20701729
USIG,Broad USD Investment Gr. Corp Bond Ishares ETF,49.84,0.17,0.34%,49.84,49.53,414800,2/17/23,20673632
PBA,Pembina Pipeline Cor,33.96,-0.59,-1.71%,34.31,33.79,607800,2/17/23,20640888
TALO,Talos Energy Inc,17.57,-0.91,-4.92%,18.125,17.53,1173600,2/17/23,20620152
ETRN,Equitrans Midstream Corp,6.49,-0.11,-1.67%,6.58,6.4,3171000,2/17/23,20579790
ATUS,Altice USA Inc Cl A,4.69,0.03,0.64%,4.7,4.56,4384100,2/17/23,20561429
SAVE,Spirit Airlines Inc,19.19,0.23,1.21%,19.29,18.86,1070200,2/17/23,20537138
DIOD,Diodes Inc,94,0.17,0.18%,94.03,92.37,218200,2/17/23,20510800
INFN,Infinera Corp,7.19,-0.14,-1.91%,7.33,7.12,2847900,2/17/23,20476401
TMDX,Transmedics Group Inc,66.1,0.25,0.38%,66.58,63.78,309500,2/17/23,20457950
LANC,Lancaster Colony Cor,196.4,2.24,1.15%,197.15,194.49,104000,2/17/23,20425600
NJR,Newjersey Resources Corp,51.7,0.91,1.79%,51.86,50.815,394800,2/17/23,20411160
CNM,Core & Main Inc Cl A,22.91,-0.28,-1.21%,23.22,22.69,888400,2/17/23,20353244
TSEM,Tower Semiconductor,40.85,-0.13,-0.32%,41.1,40.65,497000,2/17/23,20302450
KMPR,Kemper Corp,65.52,0.57,0.88%,65.98,64.35,309800,2/17/23,20298096
SCHA,Schwab U.S. Smallcap ETF,45.05,-0.02,-0.04%,45.105,44.62,450000,2/17/23,20272500
PRFT,Perficient Inc,74.05,-1.39,-1.84%,75.11,70.33,273600,2/17/23,20260080
TCBI,Texas Capital Bncsh,66.14,0.69,1.05%,66.44,65.32,306100,2/17/23,20245454
ALGT,Allegiant Travel Com,100.4,-0.36,-0.36%,101.05,99.78,201400,2/17/23,20220560
FLNG,Flex Lng Ltd,34.92,0.25,0.72%,35,34.12,577300,2/17/23,20159316
VOOG,S&P 500 Growth ETF Vanguard,223.87,-0.91,-0.40%,224.02,222.04,90000,2/17/23,20148300
SHO,Sunstone Hotel Investors,10.21,-0.09,-0.87%,10.32,10.07,1970600,2/17/23,20119826
CCS,Century Communities Inc,59.98,-2.92,-4.64%,62.41,59.26,335400,2/17/23,20117292
VIRT,Virtu Financial Cm A,20.27,-0.25,-1.22%,20.52,20.08,991700,2/17/23,20101759
AVDV,Avantis International Small Cap Value ETF,59.13,0.05,0.08%,59.19,58.5801,338700,2/17/23,20027331
FRSH,Freshworks Inc Cl A,15.76,-0.01,-0.06%,15.87,15.49,1269600,2/17/23,20008896
GPRE,Green Plains Inc,34.64,-1.33,-3.70%,35.81,34.36,577600,2/17/23,20008064
GTES,Gates Industrial Corp Plc,14.16,0.09,0.64%,14.16,13.955,1409800,2/17/23,19962768
CRC,California Resources Corp,39.57,-1.29,-3.16%,40.36,39.26,503400,2/17/23,19919538
PCRX,Pacira Pharm Inc,41.9,1.12,2.75%,42.17,40.68,474000,2/17/23,19860600
ARWR,Arrowhead Pharma,33.75,0.78,2.37%,33.86,32.5,587100,2/17/23,19814625
FUBO,Fubotv Inc,2.36,-0.02,-0.84%,2.42,2.22,8390300,2/17/23,19801108
SITM,Sitime Corp,121.4,-3.5,-2.80%,124.61,119.98,163000,2/17/23,19788200
PLXS,Plexus Cp,100.18,-0.05,-0.05%,100.45,99.32,197400,2/17/23,19775532
RDN,Radian Group Inc,22.5,0.2,0.90%,22.53,22.135,878300,2/17/23,19761750
MDU,Mdu Res Group Inc,31.52,0.36,1.16%,31.58,31.01,625700,2/17/23,19722064
PRGS,Progress Software,57.81,-0.26,-0.45%,58.14,57.4,340900,2/17/23,19707429
NAIL,Homebuild & Suppliers Bull 3X Direxion,42.69,-2.36,-5.24%,44.22,40.96,460800,2/17/23,19671552
ERJ,Embraer-Empresa Brasileira DE Aeronautica ADR,12.78,0.35,2.82%,12.83,12.33,1539200,2/17/23,19670976
OIS,Oil States International,9.75,0.64,7.03%,10.44,9.35,2015200,2/17/23,19648200
RNA,Avidity Biosciences Inc,25.65,1.52,6.30%,25.74,23.82,765400,2/17/23,19632510
HOMB,Home Bancshares Inc,24.57,0.36,1.49%,24.6,24.12,798200,2/17/23,19611774
KDNY,Chinook Therapeutics Inc,23.21,1.18,5.36%,23.44,21.92,843500,2/17/23,19577635
MDC,M.D.C. Holdings,37.49,-0.77,-2.01%,38.2,37.0304,522200,2/17/23,19577278
CLFD,Clearfield Inc,61.41,-0.32,-0.52%,62.23,60.02,318700,2/17/23,19571367
QTWO,Q2 Holdings Inc,33.29,-0.38,-1.13%,33.7,32.62,587800,2/17/23,19567862
VKTX,Viking Thera,11.29,-0.15,-1.31%,11.64,11.25,1728700,2/17/23,19517023
PRTA,Prothena Corp,53.42,0.9,1.71%,53.64,51.45,365300,2/17/23,19514326
GNS,Genius Group Limited,5.85,-0.53,-8.31%,6.1661,5.65,3334900,2/17/23,19509165
